State,Name,CID,FECCandID
FL,Joe Smith,N00008327,S8FL00026
TN,Kasandra Smith,N00042218,H8TN09106
TX,Lamar Smith,N00001811,H6TX21012
ID,Michael William Smith,N00040890,H8ID01108
WA,RC Smith,N00043632,S8WA00343
TX,Rhett Smith,N00026705,H4TX21033
NV,Rodney Smith,N00039708,H6NV04079
WA,Sarah Smith,N00041243,H8WA09054
NY,Scott Smith,N00036717,H4NY18109
FL,Steve Smith,N00041090,H8FL26013
AZ,Steve Smith,N00041060,H8AZ01229
MN,Tina Smith,N00042353,S8MN00578
SC,Toby Smith,N00042713,H8SC01132
OH,William Smith,N00029635,H8OH02074
PA,Lloyd Smucker,N00038781,H6PA16320
FL,Andrew Smyth,N00040673,H8FL16030
VA,Andrew Sneathern,N00041234,H8VA05122
TX,Justin Snider,N00040560,H8TX06175
CA,Terra Snover,N00041068,H8CA10142
UT,Misty Snow,N00039668,H8UT02222
WV,Rick Snuffer,N00026175,H4WV03047
ID,Michael Snyder,N00041336,H8ID01132
KS,Antonio Soave,N00041804,H8KS02165
FL,Nancy Soderberg,N00041450,H8FL06098
FL,Louis Sola,N00040884,H8FL24059
NH,Lincoln Soldati,N00041978,H8NH01178
PA,Robert Solomon,N00041399,H8PA18157
NY,Zach Sonallah,N00043039,H8NY24124
IL,Austin Songer,N00040700,H8IL06097
MN,Soren Sorensen,N00043512,H8MN08100
FL,Gina Sosa-Suarez,N00041643,H8FL27102
MA,Jeffrey Allen Mr Sossa-Paquette,N00041352,H8MA02082
FL,Brad Sostack,N00043142,H8FL13144
FL,Darren Soto,N00037422,H6FL09179
CA,Armando Sotomayor,N00039760,H6CA44186
FL,Paul Spain,N00036530,H4FL22110
FL,Carla Spalding,N00037410,H8FL23044
VA,Abigail Spanberger,N00041418,H8VA07094
FL,Ross Spano,N00043319,H8FL15230
CO,Stephany Rose Spaulding,N00041318,H8CO05130
NV,Pat Spearman,N00042181,H8NV04042
CA,Jackie Speier,N00029649,H8CA12171
TX,Luke Spencer,N00042936,H8TX18196
AR,Paul Spencer,N00041299,H8AR02134
NY,Paul Sperling,N00041851,H8NY11121
IN,Sue Spicer,N00042838,H8IN07309
TX,Jon Spiers,N00042228,H8TX02208
IL,Carl Spoerer,N00040703,H8IL15056
MO,Cisse Spragins,N00043344,H8MO05177
GA,Carl Sprayberry,N00042100,H8GA02079
MD,Summer Spring,N00043023,H8MD08222
TN,Bill Spurlock,N00043531,H8TN03224
VA,Deep Sran,N00041419,H8VA10130
CA,Brendan St John,N00041069,H8CA15109
CA,Danielle St John,N00043132,H8CA49173
MA,Keith St John,N00042140,H8MA03205
ME,Lucas St. Clair,N00041817,H8ME02201
MI,Debbie Stabenow,N00004118,S8MI00281
WA,Scott Stafne,N00039973,H6WA01204
KS,Kelly Standley,N00032437,H8KS02124
CO,Erik Stanger,N00041776,H8CO06252
NY,Nick Stankevich,N00041988,H8NY27143
TN,Clifford David Stansberry,N00042916,H8TN02226
OR,Michael Stansfield,N00043219,H8OR01247
ME,Eric Stanton,N00040910,H8ME01195
AZ,Greg Stanton,N00041750,H8AZ09040
MN,Pete Stauber,N00041511,H8MN08043
MI,Candius Stearns,N00041824,H8MI09092
CA,Cybil Steed,N00042388,H8CA39265
TX,Dayna Steele,N00040992,H8TX36024
WI,Kevin Adam Steen,N00043467,H8WI01164
NY,Elise Stefanik,N00035523,H4NY21079
OH,Kyle Steffel,N00042371,H0OH13185
WI,Bryan Steil,N00043379,H8WI01156
NE,Jeffrey Lynn Stein,N00043304,S8NE00232
MO,Leonard Steinman,N00032425,S8MO00251
IL,Dominick Stella,N00037593,H6IL11133
NV,Allison Stephens,N00043360,H8NV04117
KY,Ken Stepp,N00028039,H6KY05111
IL,Thomas Zane Stepp,N00042621,H8IL03128
FL,Greg Steube,N00042808,H8FL17053
MI,Haley Stevens,N00040915,H8MI11254
CO,Tyler Stevens,N00042799,H8CO05189
UT,Chris Stewart,N00033932,H2UT02324
VA,Corey Stewart,N00041461,S8VA00297
GA,Kelly Stewart,N00040683,H8GA06278
PA,Gene Stilp,N00001443,H8PA10196
OH,Steve Stivers,N00029574,H8OH15076
CO,Casper Stockham,N00042398,H8CO01162
OK,Danny Stockstill,N00040747,H8OK01140
WA,Glenn Stockwell,N00034841,S2WA00320
MD,Charles Stokes,N00043022,H8MD07117
CA,Steve Stokes,N00039653,S6CA00873
NJ,Felicia Stoler,N00042465,H8NJ04196
MO,Donald V Stolle,N00043338,H8MO03214
NV,Eric Stoltz,N00043445,H8NV03283
PA,John Stolz,N00041529,H8PA12093
IN,Kiel Stone,N00041278,S8IN00155
TX,Ryan Stone,N00040976,H8TX10086
CA,Brandon Storment,N00041066,H8CA01216
TX,Robert Stovall,N00042265,H8TX21273
VA,Lindsey Davis Stover,N00041001,H8VA10098
DC,Natale Stracuzzi,N00001728,H8DC00143
MT,Greg Strandberg,N00041925,S8MT00267
AL,Luther Strange,N00040607,S8AL00308
IA,Mark Strauss,N00043425,H8IA02092
IL,Andrew Straw,N00033103,H8IL08127
NV,Robert Van Strawder,N00043189,H8NV01279
OR,Stefan G Strek,N00043230,H8OR04175
NC,Timmy Strickland,N00033678,H8NC02060
WA,David Lee Strider,N00042368,S8WA00210
UT,Steven Stromness,N00043059,H8UT03436
GA,Jeremy Stubbs,N00043148,H8GA06419
WA,Ben Stuckart,N00040624,H8WA05169
FL,Scott Sturgill,N00041488,H8FL07070
TX,Scott Sturm,N00041199,H8TX17123
VA,John Suddarth,N00042014,H8VA01295
CO,Kimberly Sugarman,N00041086,H8CO15014
MN,Joe Sullivan,N00041579,H8MN01295
NH,Maura Sullivan,N00041979,H8NH01186
CA,Richard Sullivan,N00040659,H8CA34308
NY,Sue Sullivan,N00041163,H8NY19207
IN,Mark John Summe,N00041501,H8IN02151
NY,Edward Sundquist,N00041168,H8NY23134
NY,Tom Suozzi,N00038742,H6NY03247
TX,Christopher Suprun,N00043463,H8TX27148
UT,Charlotte Surveyor,N00041459,H8UT02230
WA,Matt Sutherland,N00041239,H8WA05177
MN,Brad Svenson,N00042651,H8MN02087
VT,Jon Svitavsky,N00041554,S8VT00133
NE,Frank B Svoboda,N00043303,S8NE00224
NE,Steve Svoboda,N00043514,H8NE01099
AR,Joe Swafford,N00043096,H8AR02175
CA,Eric Swalwell,N00033508,H2CA15094
WA,Keith Swank,N00034574,S8WA00269
GA,Fred Swann,N00040693,H8GA08076
MT,Elinor Swanson,N00042862,H8MT01257
IL,Victor Swanson,N00040897,H8IL14141
AL,Michael Sweeney,N00041055,H8AL05182
TX,Mike Sweeney,N00038837,H6TX31052
TX,Sara Kellen Sweny,N00042940,H8TX22297
AZ,Gary D Swing,N00042608,H8AZ08224
ID,Aaron Swisher,N00042112,H8ID02148
MO,Courtland Sykes,N00041922,S8MO00178
KY,Scott Sykes,N00042636,H8KY05067
AZ,Christopher Sylvester,N00041748,H8AZ08091
NV,Lynda Tache,N00041585,H8NV03176
FL,Robert Tager,N00039781,H6FL12181
IN,Andrew Takami,N00041033,S8IN00148
CA,Mark Takano,N00006701,H2CA43245
KS,Tyler Tannahill,N00042435,H8KS02215
WA,Clint Tannehill,N00043312,S8WA00251
IN,William Tanoos,N00041573,H8IN08141
SD,Neal Tapio,N00042720,H8SD00024
PA,Elizabeth Tarasi,N00040956,H8PA12085
NV,Danny Tarkanian,N00031176,H2NV04045
AR,Jason Tate,N00039036,H8AR03108
MS,Katherine Bitzi Tate,N00042861,H8MS03166
MD,Blaine Taylor,N00001982,S2MD00438
SC,Chris Taylor,N00040753,H8SC05117
OK,James Taylor,N00038771,H6OK04114
MD,Lamont Taylor,N00042440,H8MD01227
CA,Paul Taylor,N00042756,S8CA00481
VA,Scott W Taylor,N00031263,H0VA02118
UT,Tom Taylor,N00041233,H8UT04038
TX,Van Taylor,N00027709,H8TX03123
MA,Peter Tedeschi,N00041961,H8MA09046
NV,Annette Teijeiro,N00036334,H6NV03097
TX,Samuel Temple,N00042262,H8TX21240
NY,Claudia Tenney,N00036351,H4NY22051
SD,Eric Terrell,N00041185,H8SD01089
MT,Jon Tester,N00027605,S6MT00162
NE,Paul Theobald,N00041839,H8NE03095
DE,Demitri George Theodoropoulos,N00043483,S8DE00152
MD,David Therrien,N00039114,H6MD04282
OK,Murray Thibodeaux,N00042588,H8OK03062
NJ,Sean Thom,N00041583,H8NJ02158
NJ,Sean Thom,N00041445,S8NJ00459
TX,Arthur IV Thomas,N00042945,H8TX28211
IL,D Vincent Jr Thomas,N00041798,H8IL09182
IN,Jared Thomas,N00041802,H8IN04181
MI,Jeff Thomas,N00041128,H8MI03053
NY,Jefferson Thomas,N00041984,H8NY13143
TX,Kathi Thomas,N00038574,H8TX25126
NY,Kevin Thomas,N00042672,H8NY02112
FL,Mary Thomas,N00037437,H6FL02190
FL,Mathew Thomas,N00041782,H8FL12062
CO,Nick Thomas,N00041316,H8CO02186
KY,Reggie Thomas,N00041351,H8KY06156
LA,Verone Thomas,N00043019,H8LA03086
MS,Bennie G Thompson,N00003288,H4MS02068
PA,Glenn Thompson,N00029736,H8PA05071
MO,Hallie Jess Thompson,N00042457,H8MO04097
KS,James Thompson,N00040713,H8KS04120
CA,Mike Thompson,N00007419,H8CA01109
CA,Andy Thorburn,N00041558,H8CA39182
TX,Mac Thornberry,N00006052,H4TX13014
FL,Marcia Thorne,N00040209,S8FL00232
IN,Deirdre Thornton,N00042432,H8IN05188
SC,Josh Thornton,N00040758,H8SC05166
NC,Marc Tiegel,N00042659,H8NC08117
TX,Jerome Tilghman,N00034729,H2TX16227
CO,Levi Tillemann,N00041319,H8CO06245
IL,Jimmy Lee Tillman,N00034027,H2IL01182
SC,William Timmons,N00042715,H8SC04250
TX,Daniel Tinus,N00042944,H8TX27114
AZ,Hiral Tipirneni,N00041302,H8AZ08083
CO,Scott Tipton,N00027509,H6CO03139
NV,Dina Titus,N00030191,H8NV03036
MI,Rashida Tlaib,N00042649,H8MI13250
MN,Ian Todd,N00041136,H8MN06096
TN,Kris L Todd,N00043572,S8TN00469
WI,Steve Toft,N00042020,H8WI03103
MD,Mitchell Toland,N00043021,H8MD02142
CO,Ken Toltz,N00042086,H8CO02244
NJ,Scot John Tomaszewski,N00036721,H4NJ01142
IL,Mateusz Tomkowiak,N00041337,H8IL03110
NY,Paul Tonko,N00030196,H8NY21203
PA,David Torres,N00043233,H8PA02110
AZ,Jose Torres,N00042049,H8AZ05162
CA,Norma Torres,N00036107,H4CA35031
NJ,James J Toto,N00042667,H8NJ02208
FL,Alix Toulme,N00042408,H8FL14209
NV,Bill Townsend,N00043202,H8NV04109
TN,Rolando Toyos,N00042359,S8TN00360
MA,Lori Trahan,N00041808,H8MA03106
CA,Khanh Tran,N00041757,H8CA17097
CA,Mai-Khanh Tran,N00041075,H8CA39158
WY,Gary Trauner,N00027793,S8WY00189
TX,Rick Trevino,N00041706,H8TX23139
TX,Alex Triantaphyllis,N00040974,H8TX07124
IN,Courtney Tritch,N00041117,H8IN03076
MD,David Trone,N00039122,H8MD06168
MN,Jerry Trooien,N00043396,S8MN00636
FL,Todd James Truax,N00041491,H8FL19075
LA,Ryan Trundle,N00043324,H8LA04282
DE,Gene Truono,N00042349,S8DE00129
CA,Mike Tsarnas,N00043004,H8CA09151
WA,Alex Tsimerman,N00038570,S6WA00339
AR,Clarke Tucker,N00042604,H8AR02159
MO,Jacob Turk,N00028444,H6MO05189
NJ,Robert Turkavage,N00035154,H8NJ02265
NJ,Robert Mr. Turkavage,N00043515,H8NJ02273
SC,D Lee Turner,N00042215,H8SC04227
CA,Donnie O Turner,N00043279,S8CA00564
OH,Michael R Turner,N00025175,H2OH03067
MS,William Harrison Turner,N00041971,H8MS04446
TX,Ricardo Turullols-Bonilla,N00042261,H8TX21232
AZ,Nicholas Tutora,N00041617,S8AZ00163
TX,Lawrence Michael Tylka,N00041701,H8TX14146
KS,Caryn Tyson,N00041662,H8KS02157
PA,Scott Uehlinger,N00041998,H8PA15237
PA,Ray Uhric,N00041551,S8PA00312
IL,Lauren A Underwood,N00041569,H8IL14174
FL,John Upchurch,N00042402,H8FL06130
MI,Fred Upton,N00004133,H6MI04113
FL,Angel Urbina,N00040618,H8FL14175
WI,Derek Utley,N00043547,H8WI04051
MD,Brian Vaeth,N00034196,S2MD00487
NY,Omar Vaid,N00041161,H8NY11105
CA,David Valadao,N00033367,H2CA20094
FL,Alina Valdes,N00039482,H6FL25027
TX,Pedro Valencia,N00042283,H8TX29060
CA,Christian Valiente,N00041936,H8CA35115
MO,Edward Jr Van Deventer,N00043332,H8MO01176
NJ,Jeff Van Drew,N00042164,H8NJ02166
CA,Tracy Van Houten,N00040657,H8CA34282
IN,Tony Van Pelt,N00041502,H8IN07291
CA,Douglas S Van Raam,N00030108,H4CA11099
AZ,Clair Van Steenwyk,N00033703,H4AZ08066
ID,James Vandermaas,N00041947,H8ID01165
ME,Danielle Vanhelsing,N00042145,H8ME02235
MO,Cort Vanostran,N00041452,H8MO02208
CA,Ron Varasteh,N00034498,H2CA48095
CA,Juan Vargas,N00007021,H2CA50026
CA,Steve Vargas,N00042784,H8CA39281
OK,Mallory Varner,N00043370,H8OK04102
AZ,Jaime Vasquez,N00033876,H2AZ07161
MD,Corrogan R Vaughn,N00012669,H4MD07074
FL,Karen Vaughn,N00043091,H0FL18173
MD,Rikki Vaughn,N00041549,S8MD00245
CA,Seth Vaughn,N00041304,H8CA10159
TX,Marc Veasey,N00033839,H2TX33073
WA,Tyler Myles Vega,N00040060,H6WA06237
TX,Filemon Vela,N00034349,H2TX27190
NY,Nydia M Velazquez,N00001102,H2NY00010
OH,Jonathan Alan Veley,N00041991,H8OH12156
CA,James Veltmeyer,N00037021,H8CA52110
NC,Matthew Vera,N00041837,H8NC05089
OR,John Verbeek,N00043221,H8OR01262
IL,Beth Vercolio-Osmund,N00042120,H8IL16161
AZ,Charlie Verdin,N00040843,H8AZ02128
CO,Jeremiah Vialpando,N00042084,H8CO01139
UT,Mitchell Vice,N00041621,S8UT00150
NV,Harry Lee Vickers,N00043200,H8NV03309
NV,Amy Vilela,N00041379,H8NV04018
TX,Angela Villescaz,N00042275,H8TX23162
NY,Vivian Viloria-Fisher,N00025154,H2NY01042
WI,Jennifer Vipond,N00043065,H8WI05181
WI,Alex William Virijevich,N00040837,H0WI03092
IN,Pete Visclosky,N00003813,H4IN01012
CT,Joe Visconti,N00029973,S8CT00154
PA,Greg Vitali,N00042496,H8PA07176
NY,Joe Vitollo,N00039413,H6NY20209
TN,Lavern Vivio,N00043257,H8TN06151
IL,Connor Vlakancic,N00007470,H6IL18146
PA,Joseph John Vodvarka,N00026762,S4PA00196
MA,Christopher Voehl,N00041354,H8MA08188
MD,Arvin Vohra,N00034515,S6MD03664
VA,Peter Volosin,N00041714,H8VA06070
NM,Jack Volpato,N00041683,H8NM02172
AZ,Irina Baroness Von Behr,N00040641,H8AZ09016
MO,Robert Vroman,N00043333,H8MO01184
WI,Leah Vukmir,N00041929,S8WI00224
MS,Randy Wadkins,N00040923,H8MS01145
MO,Ann L Wagner,N00033106,H2MO02102
TX,Tom Wakely,N00038289,H6TX21228
MI,Tim Walberg,N00026368,H4MI07103
OR,Greg Walden,N00007690,H6OR02116
KS,Charles Walker,N00040711,H8KS04104
TX,Craig Walker,N00042514,H8TX06357
OR,David Walker,N00036861,H4OR03135
NJ,Javahn Walker,N00043356,H8NJ06167
FL,Kimberly H Walker,N00038422,H6FL13197
NC,Mark Walker,N00035311,H4NC06052
KY,Paul Walker,N00042437,H8KY01074
TX,Rick Walker,N00042220,H8TX02125
TX,Tami Walker,N00042249,H8TX10102
TX,Kathaleen Wall,N00042222,H8TX02141
PA,Scott Wallace,N00042497,H8PA08174
CA,Tenaya Wallace,N00040653,H8CA34241
FL,Angela Walls-Windhauser,N00039471,S6FL00442
IN,Jackie Walorski,N00031226,H0IN02190
MD,John Walsh,N00043025,H8MD08248
FL,Eddison Walters,N00028159,H8FL22095
CA,Martha Walters,N00041065,H8CA01208
WI,Mary Jo Walters,N00041622,S8WI00208
CA,Mimi Walters,N00035391,H4CA45097
VA,Joe Walton,N00042955,H8VA07128
FL,Michael Waltz,N00042403,H8FL06148
IL,Jim Walz,N00038651,H6IL14129
SC,Kris Wampler,N00040961,H8SC05224
TX,John Wannamaker,N00041409,H8TX26116
VA,Daniel Ward,N00041417,H8VA07086
SC,John Ward,N00041184,H8SC07022
FL,John Ward,N00041781,H8FL06122
AZ,Kelli Ward,N00037492,S6AZ00233
PA,Kim Ward,N00042000,H8PA18215
ID,James D Wardell,N00042111,H8ID02130
TX,Peggy Wardlaw,N00042272,H8TX21349
WI,David Warnacut,N00042303,H8WI05173
MA,Dom Warren,N00040904,H8MA02074
MA,Elizabeth Warren,N00033492,S2MA00170
NC,Maria Collins Warren,N00040737,H8NC09115
NY,Karl Warrington,N00041852,H8NY23209
PA,Bernie Washabaugh,N00043244,H8PA13141
NJ,Mark Washburne,N00041844,H8NJ11183
MA,Allen Waters,N00040633,S8MA00250
VA,Matt Waters,N00043090,S8VA00354
CA,Maxine Waters,N00006690,H4CA23011
NC,Richard Watkins,N00041676,H8NC04108
KS,Steve Watkins,N00042126,H8KS02199
NJ,Jerry B Watson,N00036425,S4NJ00300
CA,Kennita Watson,N00024213,H8CA10050
IN,Liz Watson,N00041503,H8IN09107
NE,Todd Watson,N00036202,S4NE00157
NC,Ryan Watts,N00041366,H8NC06079
IA,Kim Weaver,N00037519,H6IA04134
OH,Laura Ann Weaver,N00040828,H8OH01084
IL,Benjamin Webb,N00040896,H8IL13143
TX,Dustin Ray Webb,N00041048,S8TX00301
MO,John Webb,N00036451,H4MO04138
VA,Mike Webb,N00038575,H8VA08167
NY,David Webber,N00038350,S8NY00173
NJ,Jay Webber,N00042670,H8NJ11217
IL,George Weber,N00041343,H8IL14158
NJ,Linda Weber,N00040928,H8NJ07173
TX,Randy Weber,N00033539,H2TX14149
FL,Daniel Webster,N00026335,H0FL08208
GA,Elizabeth Webster,N00040825,H8GA11039
FL,David Kenneth Weeks,N00009291,S0FL00247
MI,James Weeks,N00042037,S8MI00406
NJ,Dana Wefer,N00043078,S8NJ00517
PA,Gary Wegman,N00039323,H6PA16338
NV,Kenneth Wegner,N00042880,H8NV04075
PA,David Weidman,N00041868,H8PA15211
CO,Richard Lyons Weil,N00037150,H8CO04109
UT,Kurt Weiland,N00042725,H8UT01117
FL,Patrick Weingart,N00039303,H6FL07132
NV,Michael Weiss,N00041522,H8NV03168
PA,Ryan Weiss,N00042712,H8PA53014
AZ,Casey Welch,N00042569,H8AZ02193
VT,Peter Welch,N00000515,H6VT00160
KS,Brent Welder,N00041504,H8KS03122
NJ,Josh Welle,N00041842,H8NJ04188
MA,Heidi Wellman,N00041280,S8MA00300
CA,Bill Wells,N00042792,H8CA50163
VA,Pete Wells,N00043377,H8VA04042
FL,Tom Wells,N00002763,H8FL03020
MN,Harry Robb Welty,N00010777,H2MN08061
OH,Brad Wenstrup,N00033310,H2OH02085
WI,Cynthia Werner,N00043469,H8WI04044
PA,David Wertime,N00042899,H8PA05246
MT,Dan West,N00041675,H8MT01216
GA,Herman Jr West,N00042618,H8GA02087
GA,Mary West,N00041497,H8GA12060
AZ,Brianna Westbrook,N00040640,H8AZ08059
TX,Michael Westergren,N00043461,H8TX27122
AR,Bruce Westerman,N00035527,H4AR04048
TX,Jason Westin,N00040975,H8TX07132
TX,Tim Westley,N00038813,H6TX15204
CA,Brad Westmoreland,N00041628,H8CA07064
VA,Jennifer Wexton,N00041002,H8VA10106
NY,Charles Whalen,N00041853,H8NY23217
UT,Sean Whalen,N00041232,H8UT03345
AZ,Bruce Wheeler,N00041627,H8AZ02169
UT,Jeffrey Whipple,N00043054,H8UT02297
TX,Anthony J White,N00042521,H8TX21356
NY,Jessica White,N00043520,H8NY08093
MI,Kentiel White,N00042650,H8MI13268
CA,Mitchell White,N00042380,H8CA04236
FL,Randy Alan White,N00043074,S8FL00265
HI,Thomas White,N00043291,S8HI00186
OR,Tim White,N00041691,H8OR02146
RI,Sheldon Whitehouse,N00027533,S6RI00221
NC,Perry Whitlock,N00043174,H8NC04132
TN,Marc Whitmire,N00041872,H8TN02184
WA,Toby Whitney,N00041424,H8WA08171
TX,Malcolm Whittaker,N00041875,H8TX02109
MS,Roger Wicker,N00003280,S8MS00196
MT,Mark L Wicks,N00040730,H8MT00085
SD,Ronald Wieczorek,N00004582,H2SD00068
CA,Rochelle Wilcox,N00040848,H8CA04186
MI,Bill Wild,N00042854,H8MI13276
PA,Susan Wild,N00041997,H8PA15229
NJ,Michael Wildes,N00027253,H4NJ09095
AZ,Marilyn Wiles,N00042606,H8AZ02219
NC,Albert Jr Wiley,N00012956,H0NC01036
IL,Becky Anderson Wilkins,N00041498,H8IL06154
AL,Audri Scott Williams,N00041053,H8AL02163
CA,Brant John-Michael Williams,N00042381,H8CA22170
TX,David Stuart Williams,N00042238,H8TX05151
TX,Eric Williams,N00042528,H8TX30043
FL,Greg Williams,N00040882,H8FL15172
TN,Joshua Williams,N00041186,H8TN02101
MT,Kathleen Williams,N00041974,H8MT01232
TN,Lynnette Dr Williams,N00042360,S8TN00378
CO,Mark Williams,N00041770,H8CO02202
SC,Robert Williams,N00043376,H8SC07063
TX,Roger Williams,N00030602,H2TX33040
TX,Samuel Lee Jr Williams,N00043538,H8TX16166
TX,Stephanie Williams,N00041536,H8TX22222
WV,Steve Williams,N00041541,H8WV03089
MN,Steve Williams,N00040023,H6MN01182
KS,Sylvia Williams,N00042843,H8KS03163
VA,Vangie Williams,N00042529,H8VA01303
MD,Victor Williams,N00036866,H8MD08255
IN,Joshua Alexander Williamson,N00042624,H8IN06145
AZ,Walter John Williamson,N00033451,H2AZ05132
WV,Tom Willis,N00043314,S8WV00176
MI,Valerie Lee Willis,N00043297,S8MI00422
MD,Debbie Wilson,N00042562,S8MD00278
OH,Doug Wilson,N00040942,H8OH12131
FL,Frederica Wilson,N00030650,H0FL17068
UT,Jenny Wilson,N00041552,S8UT00143
SC,Joe Wilson,N00024809,H2SC02059
OH,John Wilson,N00042701,H8OH16199
NY,Katie Wilson,N00041383,H8NY21252
CA,Kurt Wilson,N00041758,H8CA23111
GA,Kurt Wilson,N00039516,H6GA06116
TX,Mary Wilson,N00041201,H8TX21182
NY,Robin Wilt,N00043208,H8NY25113
TN,Merrilee Wineinger,N00042919,H8TN06144
MI,Travis Wines,N00043435,H8MI05116
GA,Richard Winfield,N00042104,H8GA10171
AL,Adia Winfrey,N00042603,H8AL03062
SC,Dick Withington,N00031139,H0SC01204
CA,Bryan Witt,N00041934,H8CA27112
VA,Rob Wittman,N00029459,H8VA01147
IL,Benjamin Thomas Wolf,N00040698,H8IL05115
TN,John Wolfe,N00043567,S8TN00410
PA,Denny Wolff,N00041996,H8PA11095
OH,Todd Wolfrum,N00041990,H8OH05168
CA,Steven Wolkowicz,N00039755,H8CA36188
AR,Steve Womack,N00031857,H0AR03055
NC,Gerald Wong,N00041977,H8NC06095
CA,Chris Wood,N00043112,H8CA11108
TX,Dan Wood,N00040971,H8TX05086
GA,Rob Woodall,N00032416,H0GA07133
MI,Fred Wooden,N00041820,H8MI03061
MT,Tom Woods,N00041834,H8MT00127
NC,Steve Woodsmall,N00042663,H8NC11129
CA,Matt Woody,N00041076,H8CA42236
CA,Michael Erin Woody,N00040858,H8CA24150
TX,Ruby Woolridge,N00038798,H6TX06203
TX,Al Woolum,N00041196,H8TX12082
OR,Ross Wordhouse,N00041527,H8OR02138
MD,Stephen Worton,N00041962,H8MD01201
MO,Carla (Coffee) Wright,N00043401,S8MO00269
VA,Douglas Wright,N00042729,H8VA06146
TX,Jason Wright,N00042236,H8TX05136
CA,Kenneth Wright,N00039080,H6CA33106
NC,Paul Wright,N00036301,H6NC12089
OR,Peter Wright,N00043231,H8OR05214
MN,Rich Wright,N00041670,H8MN01303
TX,Ron Wright,N00042240,H8TX06233
WA,Sam Wright,N00036699,S6WA00404
PA,Theresa Wright,N00042041,H8PA07259
MA,Brianna Wu,N00040620,H8MA08170
MD,Jasen Wunder,N00039128,H6MD08606
IL,Jeremy Wynes,N00041112,H8IL10123
GA,Adam Wynn,N00041793,H8GA11047
VA,Joshua Yabut,N00042993,S8VA00347
WI,David Yankovich,N00041244,H8WI01115
KY,John A Yarmuth,N00028073,H6KY03124
AZ,Mark Yates,N00042379,H8AZ08216
MD,Chin Chuan Yeh,N00043600,H8MD00047
TX,Medrick Yhap,N00041403,H8TX03115
KS,Kevin Yoder,N00031502,H0KS03137
FL,Ted Yoho,N00033220,H2FL06109
MI,Bob Young,N00041441,S8MI00364
MI,Coleman II Young,N00043028,H8MI13318
IA,David Young,N00035509,H4IA03115
AK,Don Young,N00007999,H6AK00045
KY,Geoffrey Young,N00035887,H4KY06163
NC,Keith Young,N00043178,H8NC12143
MD,Lih Young,N00008502,S6MD03375
MI,Steve Young,N00041669,H8MI12112
NJ,Tanzie Youngblood,N00041518,H8NJ02141
GA,Eugene Yu,N00035479,H4GA12051
CO,Peter Yu,N00042087,H8CO02251
AZ,Yahya Yuksel,N00042776,H8AZ02235
CA,Tony Zarkades,N00040870,H8CA48050
NJ,John Zarych,N00042874,H8NJ02224
NY,Lee Zeldin,N00029404,H8NY01148
NV,Sid Zeller,N00033306,H2NV02387
CA,Andrew Zelt,N00041314,H8CA50122
NY,Renee Zeno,N00043451,H8NY26137
TX,Edward Ziegler,N00042248,H8TX07173
MN,Jennifer L Zielinski,N00043329,H8MN05213
CA,Michael Ziesing,N00042757,S8CA00499
FL,Jennifer Zimmerman,N00042615,H8FL01115
IN,Veronikka Ziol,N00042831,H8IN04256
TX,Eric K Zmrhal,N00041705,H8TX22230
IL,Jennifer Zordani,N00040892,H8IL06105
CO,Steve Zorn,N00043139,H8CO07110
NM,Adolf Zubia,N00041521,H8NM02164
CA,Miguel Zuniga,N00042077,H8CA43150
CA,Sue Zwahlen,N00041631,H8CA10183
