State,Name,CID,FECCandID
NY,Anthony Pappas,N00043523,H8NY14133
NH,Chris Pappas,N00042161,H8NH01210
IN,Nicholas Pappas,N00042828,H8IN01187
VA,Jonathan Park,N00042532,H8VA11096
NC,Grayson Parker,N00042863,H8NC07127
CA,John Parker,N00039918,S6CA00949
NY,Luisa Parker,N00043361,H8NY19264
MS,Perry Parker,N00043172,H8MS03182
UT,Sam Parker,N00043088,S8UT00267
GA,Juan Parks,N00041624,H8GA04117
SC,Archie Parnell,N00040759,H8SC05174
TX,Hamid Parvizian,N00042225,H8TX02174
IA,John Paschen,N00041795,H8IA04122
NJ,Bill Jr Pascrell,N00000751,H6NJ08118
TX,Ava Pate,N00038816,H6TX18158
FL,Sanjay Patel,N00042406,H8FL08102
NY,Suraj Patel,N00041983,H8NY12129
TX,Clark Paterson,N00035104,H2TX01070
MO,Ken Patterson,N00043403,S8MO00285
OH,Jackie Patton,N00042197,H8OH12214
OH,Tom Patton,N00041591,H8OH16116
NH,Richard Paul,N00043354,H8NH01269
MD,Utam Paul,N00042851,H8MD08214
WV,#VALUE!,N00041293,S8WV00119
WI,Dennis Paulaha,N00043381,H8WI07120
MN,Erik Paulsen,N00029391,H8MN03077
AZ,GE Paulus,N00043482,S8AZ00288
NJ,Donald M Jr Payne,N00034639,H2NJ10154
CA,Rachel Payne,N00043006,H8CA48159
WV,Tom Payne,N00039271,H6WV02119
WV,Philip Payton,N00043263,H8WV03147
CA,Julia Peacock,N00040665,H8CA42228
NM,Steve Pearce,N00012672,H2NM02126
TN,Erika Stotts Pearson,N00039845,H6TN08250
MD,Michael Pearson,N00036714,H4MD07066
UT,Stewart Peay,N00041227,H8UT03295
NY,David Pechefsky,N00041523,H8NY01163
KY,Brian Pedigo,N00012932,H0KY02061
AL,Bryan Peeples,N00041438,S8AL00464
VA,Paul Pelletier,N00042016,H8VA10171
TX,Danielle Pellett,N00040343,H8TX32056
CA,Nancy Pelosi,N00007360,H8CA05035
CA,Jon Pelzer,N00041310,H8CA30066
CA,Kimberlin Brown Pelzer,N00041762,H8CA36170
NM,Angel Pena,N00042174,H8NM02214
TX,Chuck Pena,N00042937,H8TX20150
FL,Ray Pena,N00040670,H8FL15131
TX,Rene Jr Pena,N00041410,H8TX27031
IN,Greg Pence,N00041956,H8IN06129
CA,Robert Pendleton,N00043007,H8CA49165
OK,Scott Pendleton,N00040746,H8OK01132
TN,Josh Penfold,N00042217,H8TN07092
NE,Kirk Penner,N00041517,H8NE03087
KY,Alonzo Pennington,N00042627,H8KY01082
MI,Sandy Pensler,N00004108,S8MI00414
FL,Stephen Perenich,N00041783,H8FL12070
NY,Juanita Perez Williams,N00043206,H8NY24132
AZ,Ana Maria Perez,N00041478,H8AZ04132
CA,John Perez,N00040596,H6CA34245
TX,Marty Perez,N00043462,H8TX27130
TX,N Ruben Perez,N00026186,H6TX29114
SC,Tom Perez,N00040750,H8SC01090
OR,Jo Rae Perkins,N00035512,H6OR04203
CO,Ed Perlmutter,N00027510,H6CO07023
TX,Chris Perri,N00040984,H8TX21174
NY,Elizabeth Perri,N00036567,H4NY14090
ID,Christy Perry,N00042110,H8ID01173
PA,Paul Perry,N00041180,H8PA07143
PA,Scott Perry,N00034120,H2PA04135
NC,Carl Johan Mr. Persson,N00042866,H8NC12127
MI,Jeremy Michael Peruski,N00043327,H8MI10116
TX,Jessica Peterka,N00040980,H8TX18162
CA,Herb Peters ,N00039914,S6CA00907
FL,Brandon Peters,N00042616,H8FL02105
IA,Christopher Peters,N00039395,H6IA02161
PA,Joe Peters,N00042207,H8PA11103
OH,John Peters,N00041391,H8OH12149
OK,Ruby Peters,N00043371,H8OK04110
CA,Rudy Peters,N00042781,H8CA15117
CA,Scott Peters,N00033591,H2CA52089
MO,Austin Petersen,N00038525,S8MO00145
MN,Collin Peterson,N00004558,H2MN07014
CA,David Peterson,N00030903,H6CA01202
AZ,Lea Marquez Peterson,N00042047,H8AZ02185
IN,John Petroff,N00042829,H8IN02201
CO,Brittany Pettersen,N00040878,H8CO07045
TN,Aaron L Pettigrew,N00042565,S8TN00394
MT,Jared Pettinato,N00041975,H8MT01240
IL,Geoffrey Petzel,N00033609,H8IL06089
ND,Dustin Peyer,N00041444,S8ND00096
NJ,Rich Pezzullo,N00000775,H8NJ10110
TX,Eric Pfalzgraf,N00041878,H8TX11118
MO,Peter Pfeifer,N00043404,S8MO00293
GA,Ethan Pham,N00041495,H8GA07177
MN,Leah Phifer,N00041970,H8MN08050
TN,Bartholomew J Phillips,N00036437,S4TN00450
UT,Brendan Phillips,N00041711,H8UT03386
TN,Breton Phillips,N00043591,S8TN00477
MN,Dean Phillips,N00041134,H8MN03143
NY,Heath Phillips,N00041386,H8NY22169
TN,Mariah Phillips,N00040966,H8TN04099
WV,Rupie Jr Phillips,N00041249,H8WV03055
CA,Jess Phoenix,N00040859,H8CA25082
KY,Patti Piatt,N00042128,H8KY04144
NY,Larry Piegza,N00042187,H8NY27150
CA,Douglas Pierce,N00039040,S6CA00790
SC,Shannon Pierce,N00042914,H8SC04326
AZ,Nick Pierson,N00042375,H8AZ03159
OH,Patrick Pikus,N00042685,H8OH07131
FL,Greg Pilkington,N00040671,H8FL15149
WA,Adam Pilskog,N00043605,H8WA01093
ME,Chellie Pingree,N00013817,H8ME01120
OH,Timothy A. Pinion,N00043310,S8OH00128
NV,Guy Pinjuv,N00042178,H8NV03226
IN,John Patrick Piper,N00041733,S8IN00197
HI,Eddie Pirkowski,N00028771,S6HI00222
CT,John Pistone,N00030781,H0CT05127
NC,Robert Pittenger,N00034416,H2NC09134
AL,Trip Pittman,N00041270,S8AL00415
VI,Stacey Plaskett,N00035000,H2VI00082
CA,Gerald Plummer,N00043278,S8CA00556
TX,Letitia Plummer,N00041203,H8TX22206
WI,Mark Pocan,N00033549,H2WI02124
TX,Ted Poe,N00026457,H4TX02108
WI,Nick Polce,N00042019,H8WI01149
OR,Michael Polen,N00043229,H8OR04167
ME,Bruce Poliquin,N00034584,H4ME02234
GA,Andre Pollard,N00040687,H8GA06310
FL,Bill Pollard,N00041490,H8FL17020
OR,Randy Pollock,N00043223,H8OR02203
VA,Elliot Pope,N00042531,H8VA06120
SC,Tommy Pope,N00040754,H8SC05125
OK,Eddie Ray Porter,N00041393,H8OK05091
VA,Ernest Porter,N00041889,H8VA02095
CA,Katie Porter,N00040865,H8CA45130
VA,Stevan Porter,N00040773,H8VA11088
FL,Bill Posey,N00029662,H8FL15107
OK,Dynda Rose Post,N00043216,H8OK02171
CT,Dan Postemski,N00043012,H8CT02101
TX,Al Poteet,N00042270,H8TX21323
TX,Bunni Pounds,N00042235,H8TX05128
TX,Jon Powell,N00040991,H8TX36016
MA,Kevin Powers,N00041958,H8MA02090
PA,Clare Putnam Pozos,N00042707,H8PA07218
CT,Shaul Praver,N00043316,H8CT05203
CA,Christina Prejean,N00042393,H8CA49116
AR,Elvis Presley,N00043094,H8AR01045
MA,Ayanna Pressley,N00042581,H8MA07032
RI,Jonathan Pressman,N00043493,S8RI00136
MD,Jake Pretot,N00042143,H8MD02100
NC,David Price,N00002260,H6NC04037
NC,Phillip Price,N00041369,H8NC11103
IL,Suzyn Price,N00041109,H8IL06113
CA,Thomas Price,N00042076,H8CA42251
PA,Mike Pries,N00042210,H8PA15252
PA,Tom Prigg,N00040749,H8PA12069
NJ,David Pringle,N00042167,H8NJ07231
UT,Kevin Probasco,N00043049,H8UT01141
GA,Joe Profit,N00043147,H8GA04125
MN,Matt Prosch,N00041360,H8MN07094
WA,Gordon Pross,N00007956,H8WA04048
IN,Jim Pruett,N00041572,H8IN06087
TX,Autry Pruitt,N00041877,H8TX08106
IL,Dean Pruitt,N00040895,H8IL12095
CA,Kevin Puett,N00043003,H8CA03170
SC,Bryan Pugh,N00043457,H8SC06115
MD,Jacob Pulcher,N00042446,H8MD05137
HI,Sam Puletasi ,N00040137,H6HI01246
MD,Mike Pullen,N00041506,H8MD01185
IN,Pierre Pullins,N00028240,H6IN07337
OH,Aftab Pureval,N00042676,H8OH01118
FL,Angelika Purkis,N00042617,H8FL12096
KS,Dennis Pyle,N00031386,H8KS02249
CA,Omar Qudrat,N00041079,H8CA52102
NC,Kenneth Queen,N00041146,H8NC10089
PA,Laura Quick,N00043238,H8PA09081
GA,Rebecca Quigg,N00040642,H8GA06344
IL,Mike Quigley,N00030581,H0IL05096
FL,Christine Quinn,N00039087,H6FL14112
OH,Patrick J Quinn,N00042686,H8OH07149
TX,Carlos Quintanilla,N00038839,H6TX33025
CA,Andre Quintero,N00040646,H8CA32070
CA,Norman Quintero,N00042075,H8CA42244
MT,Robert E. Quist,N00040729,H8MT00077
CA,Raji Rab,N00036728,H4CA30123
NY,Eliot Rabin,N00043521,H8NY12145
FL,Jeffrey G Rabinowitz,N00037587,H6FL00103
MA,Sam Racioppi,N00041574,H8MA06109
FL,Bob Rackleff,N00041324,H8FL02097
MI,Rocky Raczkowski,N00013848,H8MI11288
OH,Betsy Rader,N00040943,H8OH14111
AS,Amata Coleman Radewagen,N00007635,H4AS00036
IN,Timothy Radice,N00042123,H8IN04215
MN,Joe Radinovich,N00042858,H8MN08068
VA,Ivan Raiklin,N00042366,S8VA00305
OH,James Rajiah,N00043213,H8OH14152
CA,Rita Ramirez,N00029652,H8CA41139
IL,Carlos Ramirez-Rosa,N00042115,H8IL04142
CA,Greg Ramsay,N00041481,H8CA45171
KS,Andrea Ramsey,N00041123,H8KS03106
IA,George Ramsey,N00041103,H8IA01110
TX,Roland Rangel,N00039167,H6TX24164
CO,Saira Rao,N00042397,H8CO01154
MI,Megan Renee Raphoon,N00043439,H8MI13334
CT,Dominic Rapini,N00041472,S8CT00113
MD,Jamie Raskin,N00037036,H6MD08457
TX,John Lee Ratcliffe,N00035972,H4TX04153
NY,Dylan Ratigan,N00042886,H8NY21344
TX,Troy Ratterree,N00042513,H8TX06340
SC,Johnny Allen Ray,N00041694,H8SC07030
MN,Patricia Torres Ray,N00043582,H8MN05247
NE,Jane Raybould,N00041739,S8NE00182
MD,John Rea,N00002002,H8MD04064
AZ,Shawn Redd,N00037582,S8AZ00270
PA,Rachel Reddick,N00041861,H8PA08141
PA,Dave Reed,N00042499,H8PA09032
CA,Mark Reed,N00030776,H6CA30185
NY,Tom Reed,N00030949,H0NY29054
CA,Wendy Reed,N00038410,H6CA23206
TN,Matt Reel,N00042504,H8TN07100
TX,Jason Reeves,N00036005,H4TX33020
FL,Raquel Regalado,N00041493,H8FL27078
NC,Benjamin Patrick Register,N00042867,H8NC12135
CA,Derrick Michael Reid,N00037353,S8CA00507
FL,Ron Reid,N00041640,H8FL11114
AZ,Josh Reilly,N00043574,H8AZ02243
GA,Steve Reilly,N00034783,H8GA07169
KS,Nick Reinecker,N00043505,H8KS01043
CA,Brandon Reiser,N00041077,H8CA48068
HI,John Reiss,N00040695,H8HI02125
CA,Lisa Remmer,N00042780,H8CA12270
OH,Jim Renacci,N00031127,S8OH00102
CA,John Renison,N00042395,H8CA51054
NY,John Rennhack,N00042472,H8NY02096
PA,Guy Reschenthaler,N00041871,H8PA18199
CA,Juan Rey,N00043123,H8CA29118
TX,Augustine Reyes,N00042526,H8TX29128
FL,Carlos Reyes,N00041560,H8FL23051
WA,Richard Travis Reyes,N00043546,H8WA08270
AZ,Eve Reyes-Aguirre,N00042754,S8AZ00254
NJ,Brian J. Reynolds,N00043583,H8NJ04204
OR,Robert L Reynolds,N00043232,H8OR05222
TN,Steven Reynolds,N00039835,H6TN04200
CO,Bill Rhea,N00041775,H8CO05155
NV,Allen Rheinhart,N00039723,S6NV00309
NY,Gareth Rhodes,N00040938,H8NY19199
MD,Johnny Rice,N00041127,H8MD05129
NY,Kathleen Rice,N00035927,H4NY04075
IL,Maxwell Rice,N00040894,H8IL09174
AL,Richard Brand New Rice,N00041057,H8AL07089
SC,Tom Rice,N00033832,H2SC07066
NM,Mick Rich,N00040815,S8NM00200
ME,Tim Rich,N00041355,H8ME02144
MN,Leonard J Richards,N00010242,S8MN00206
FL,Chardo Richardson,N00041088,H8FL07054
FL,David Richardson,N00041492,H8FL27060
ID,Marvin Richardson,N00030125,H2ID01150
CA,Robert Richardson,N00042065,H8CA07080
LA,Cedric Richmond,N00030184,H8LA02054
TN,Isaac Richmond,N00003241,H8TN09023
ID,Peter Rickards,N00008357,H6ID02126
TX,Sean Ricker,N00041195,H8TX08072
PA,Chris Rieger,N00041395,H8PA03126
IL,Don Rients,N00037032,H6IL18138
MN,Robert Ries,N00043169,H8MN01337
VA,Denver Riggleman,N00043541,H8VA05171
WI,Kris Ann Ms. Riley,N00040777,H8WI05140
GA,Lisa Ring,N00041331,H8GA01063
ME,Zak Ringelstein,N00041921,S8ME00155
WA,Jason Rittereiser,N00041423,H8WA08163
NJ,Natalie Lynn Rivera,N00043414,S8NJ00533
WA,Don Rivers,N00042994,S8WA00228
OK,Frankie Robbins,N00030199,H8OK03047
IN,John Roberson,N00034320,H2IN03160
CA,Boyd Roberts,N00035354,H4CA42078
CA,Clifton Roberts,N00038874,S8CA00390
NC,Ira Roberts,N00040924,H8NC10071
TX,Kevin Roberts,N00042219,H8TX02117
OR,Mark Roberts,N00043224,H8OR02229
OH,Shawna Roberts,N00042683,H8OH06133
SC,Annabelle Robertson,N00042714,H8SC02114
OH,Terry Robertson,N00036946,H6OH07119
OR,Art Robinson,N00032006,H0OR04081
TX,Gil Robinson,N00042938,H8TX21364
AL,Martha Roby,N00030768,H0AL02087
DE,Lisa Blunt Rochester,N00038414,H6DE00206
KS,Chris Rockhold,N00040718,H8KS04179
WA,Cathy McMorris Rodgers,N00026314,H4WA05077
CA,Emory Rodgers,N00039652,H8CA33268
TX,Darrell Rodriguez,N00040988,H8TX32080
TX,George Rodriguez,N00041213,H8TX32122
FL,Jose Javier Rodriguez,N00041330,H8FL27052
IL,Junius Rodriguez,N00040210,H6IL18161
FL,Bettina Rodriguez-Aguilera,N00041642,H8FL27094
TN,Phil Roe,N00028463,H6TN01388
UT,Russell Paul Roesler,N00041710,H8UT03378
FL,Curtis Ralph Rogers,N00043503,H8FL15289
KY,Hal Rogers,N00003473,H0KY05015
TX,Kesha Rogers,N00031548,H8TX09138
AL,Mike D Rogers,N00024759,H2AL03032
AZ,Wendy Rogers,N00042775,H8AZ01245
CA,Dana Rohrabacher,N00007151,H8CA42061
MD,Brad Rohrs,N00042447,H8MD06226
IN,Todd Rokita,N00031741,S8IN00189
IL,Daniel Roldan-Johnson,N00042428,H8IL14182
OR,Paul Jr Romero,N00039420,H6OR02199
NC,Ken Romley,N00041835,H8NC02094
UT,Mitt Romney,N00000286,S8UT00176
OH,Sam Ronan,N00038447,H6OH01088
FL,Francis Rooney,N00040007,H6FL19087
FL,Tom Rooney,N00029018,H8FL16022
MD,Eduardo Rosas,N00042443,H8MD03124
FL,Emily Rosas,N00042043,H0FL01112
MS,E Brian Rose,N00041972,H8MS04453
TN,John Rose,N00041599,H8TN06094
NY,Max Rose,N00041588,H8NY11113
NV,Jacky Rosen,N00038734,S8NV00156
MT,Matt Rosendale,N00035517,S8MT00234
IL,Peter Roskam,N00004719,H6IL06117
TN,David Ross,N00039841,H6TN06163
FL,Dennis Ross,N00030645,H0FL12101
OH,Felicia Ross,N00043212,H8OH11323
AZ,Heather Ross,N00041557,H8AZ06095
WA,Dino Rossi,N00032631,H8WA08205
PA,Keith J Rothfus,N00031253,H0PA04220
CA,Harley Rouda,N00040666,H8CA48035
CO,Root Routledge,N00042797,H8CO03234
NC,David Rouzer,N00033527,H2NC07096
UT,Shane Row,N00041228,H8UT03303
IA,Courtney Rowe,N00041102,H8IA01102
TX,Roshin Rowjee,N00041874,H8TX01051
TX,Chip Roy,N00042268,H8TX21307
CA,Lucille Roybal-Allard,N00006671,H2CA33048
CA,Ed Royce,N00008264,H6CA39020
AZ,David Ruben,N00034185,S2AZ00265
IL,Thomas Rudbeck,N00043161,H8IL01114
SC,Jonathan Alan Ruff,N00042590,H8SC04243
PA,Roger William Dr. Ruggles,N00042905,H8PA07242
CA,Raul Ruiz,N00033510,H2CA36439
WI,Shawn Eric Rundblade,N00040561,H8WI05132
MD,Dutch Ruppersberger,N00025482,H2MD02160
IL,Bobby L Rush,N00004887,H2IL01042
CA,Ed Rushman,N00043129,H8CA46146
CA,Ted Rusk,N00041764,H8CA39208
AZ,Chris Russell,N00041274,S8AZ00148
CA,Christine Russell,N00043118,H8CA18087
OH,John Russell,N00042486,H8OH12271
FL,Ken Russell,N00041940,H8FL27128
OK,Steven Russell,N00036175,H4OK05132
IL,Aloys Rutagwibira,N00033611,H2IL10092
FL,John Rutherford,N00039777,H6FL04105
MN,Greg Ryan,N00038699,H6MN04236
IA,Heather Ryan,N00041105,H8IA03132
WI,Jeremy Ryan,N00036705,H4WI01148
TX,Mike Ryan,N00042930,H8TX10177
NY,Pat Ryan,N00041165,H8NY19223
WI,Paul Ryan,N00004357,H8WI01024
MA,Terence J Ryan,N00041959,H8MA03148
OH,Tim Ryan,N00025280,H2OH17109
AR,Robert Ryerse,N00041059,H8AR03066
MO,Fred Ryman,N00039937,S6MO00453
IA,Anna Ryon,N00040889,H8IA03116
CA,Eric Rywalski,N00040868,H8CA45163
MI,Fayrouz Saad,N00041510,H8MI11262
CA,Jazmina Saavedra,N00043127,H8CA44125
CA,Jazmina Saavedra,N00042348,S8CA00432
CA,Antonio Jr Sabato,N00041072,H8CA26114
NJ,Murray Sabrin,N00009941,S8NJ00285
PA,Rick Saccone,N00040816,H8PA18231
MO,Noga Sachs,N00043335,H8MO02257
TX,Richard Saettone,N00042947,H8TX29151
TX,Greg Sagan,N00041407,H8TX13163
TN,Vito Sagliano,N00041698,H8TN02168
WA,Mohammad H Said,N00027300,S4WA00474
LA,Andie Saizan,N00043430,H8LA06162
TX,Cyrus Sajna,N00041210,H8TX26108
NM,Andrew Salas,N00041845,H8NM02180
FL,Maria Elvira Salazar,N00042810,H8FL27185
TX,Lillian Salerno,N00041884,H8TX32148
IL,Ahmed Salim,N00040893,H8IL07095
NJ,Scott Salmon,N00040929,H8NJ07181
TN,Michael Salyer,N00034802,H2TN01098
TX,Geraldine Sam,N00005912,S8TX00384
TN,Greg Samples,N00042004,H8TN02192
AZ,Edna San Miguel,N00038591,H6AZ03179
GU,Michael San Nicolas,N00042619,H8GU01020
NH,Andy Sanborn,N00041149,H8NH01160
TX,Ivan Sanchez,N00042247,H8TX07165
TX,Jana Lynne Sanchez,N00040761,H8TX06183
CA,Linda Sanchez,N00024870,H2CA39078
CT,Manny Sanchez,N00043418,H8CT05211
IL,Ruben Sanchez,N00042417,H8IL04183
VT,Bernie Sanders,N00000528,S4VT00033
SC,Justin Sanders,N00043046,H8SC04367
NH,Levi Sanders,N00042871,H8NH01244
MN,Ray Skip Sandman,N00036641,H4MN08091
CA,Shastina Sandman,N00043131,H8CA48175
SC,Mark Sanford,N00002424,H4SC01073
IL,Sargis Sangari,N00041950,H8IL09190
MN,Brian Santa Maria,N00040918,H8MN03127
CA,Carlos Santamaria,N00039297,H6CA05336
VA,Edwin Jr Santana,N00040770,H8VA01253
VA,Justin Santopietro,N00042299,H8VA09058
TX,Lee Santos,N00042939,H8TX21372
CT,Manny Santos,N00043013,H8CT05187
FL,Judson Sapp,N00042400,H8FL03046
MD,John Sarbanes,N00027751,H6MD03292
CA,Andrew Sarega,N00042383,H8CA39216
TX,Bill Sargent,N00041879,H8TX14153
NJ,Jason Sarnoski,N00041680,H8NJ05128
TX,Jenifer Sarver,N00042269,H8TX21315
NY,Joshua Sauberman,N00041686,H8NY03177
WA,Dave Saulibio,N00043613,H8WA05227
LA,Tammy Savoie,N00043428,H8LA01122
AZ,Steven Sawdy,N00042378,H8AZ08208
FL,John Wilbur III Sawyer,N00042809,H8FL17061
VA,Ryan Sawyers,N00040997,H8VA01261
NY,Mike Sax,N00042182,H8NY02088
CA,Shamus Sayed,N00041767,H8CA50148
NV,Jesse Sbaih,N00037526,S8NV00149
LA,Steve Scalise,N00009660,H0LA01087
PA,Mary Gay Scanlon,N00042706,H8PA07200
CA,Deanie Schaarsmith,N00042389,H8CA48134
ND,Paul Schaffner,N00031054,H0ND00127
TX,Robert Schafranek,N00038834,H6TX29080
IL,Jan Schakowsky,N00004724,H8IL09067
AZ,Gene Scharer,N00009575,H0AZ03248
CA,Karen Lee Schatzle,N00043125,H8CA39315
CA,Charles Schaupp,N00007548,H6CA03067
WV,Aaron Scheinberg,N00041427,H8WV02107
TN,Joseph Schenkenfelder,N00043528,H8TN02259
WI,John Schiess,N00033362,S2WI00193
CA,Adam Schiff,N00009585,H0CA27085
NV,Steve Schiffman,N00039555,H8NV03143
OH,Jill Schiller,N00042479,H8OH02124
MI,Nick Schiller,N00041578,H8MI02121
SC,Claude Schmid,N00043251,H8SC04417
CA,Michael D Schmitt,N00042612,H8CA49132
IL,Brad Schneider,N00033101,H2IL10068
FL,Jan Schneider,N00025314,H2FL13139
MA,Joseph Schneider,N00042847,H8MA06133
ND,Mac Schneider,N00043031,H8ND00112
NY,Steve Schnibbe,N00041986,H8NY21310
NV,Jack Jr. Schofield,N00043444,H8NV02160
IA,JD Scholten,N00041465,H8IA04106
MO,Jamie Schoolcraft,N00043029,H8MO07223
PA,Travis Schooley,N00034723,H2PA09092
CA,Joshua Schoonover,N00042082,H8CA50155
OR,Kurt Schrader,N00030071,H8OR05107
CA,Stephen James Schrader,N00041276,S8CA00366
IN,Tommy Schrader,N00028236,H6IN03187
CA,Joseph Schrage,N00040846,H8CA00135
WA,Kim Schrier,N00041606,H8WA08189
IL,Jon Schuh,N00041115,H8IL17037
FL,Debbie Wasserman Schultz,N00026106,H4FL20023
NE,Jim Schultz,N00043305,S8NE00240
AZ,Robert Kyle Schuster,N00042053,H8AZ08125
TX,Kurt Schwab,N00041537,H8TX33013
FL,Derek Schwartz,N00042577,H8FL21063
MI,Leonard Schwartz,N00043167,H8MI11387
MD,Paul Kenneth Schwartz,N00042448,H8MD06234
IL,Steve Schwartzberg,N00041568,H8IL05131
AZ,David Schweikert,N00006460,H4AZ06045
GA,Austin Scott,N00032457,H0GA08099
VA,Bobby Scott,N00002147,H6VA01117
GA,David Scott,N00024871,H2GA13012
PA,George Scott,N00041178,H8PA04090
NC,Jeff Scott,N00042864,H8NC09156
CA,Joshua Scott,N00043595,H8CA32088
MS,Omeria Scott,N00043490,S8MS00311
FL,Rick Scott,N00043290,S8FL00273
OH,Zach Scott,N00042193,H8OH12164
NV,Victoria Seaman,N00041586,H8NV03184
NY,Joan Elizabeth Seamans,N00042188,H8NY27168
NC,Sam Searcy,N00041363,H8NC02086
CO,David Michael Sedbrook,N00041636,H8CO01105
NM,Antoinette Sedillo Lopez,N00040932,H8NM01323
PA,Adam Sedlock,N00034901,H2PA09100
TX,Rick Seeberger,N00042256,H8TX16133
MD,Jerome Segal,N00042035,S8MD00252
GA,Barbara A Seidman,N00041788,H8GA01071
OH,Leah Sellers,N00042678,H8OH04070
FL,Ges Selmont,N00042803,H8FL04085
WI,F James Jr Sensenbrenner,N00004291,H8WI09050
WV,Talley Sergent,N00041428,H8WV02115
KY,Gerardo Serrano,N00042637,H8KY05075
NY,Jose E Serrano,N00001813,H0NY18065
OH,Kit Seryak,N00041856,H8OH16132
TX,Pete Sessions,N00005681,H2TX03126
KY,Rane Sessions,N00042629,H8KY02098
OH,Anthony J. Seta,N00043210,H8OH01126
FL,Stephen Sevigny,N00042404,H8FL06155
AL,Terri A Sewell,N00030622,H0AL07086
MD,Robert Seyfferth,N00042850,H8MD03157
IL,Sapan Shah,N00041566,H8IL10131
FL,Donna Shalala,N00042811,H8FL27193
AR,Hayden Shamel,N00041931,H8AR04130
CA,Joe Shammas,N00038608,H8CA29092
FL,David Shapiro,N00041784,H8FL16055
OH,Stephen D Shaw,N00042688,H8OH08113
CA,P Mark Shayani,N00041935,H8CA28193
PA,Andrew Shecktor,N00040817,H8PA11079
AZ,Tiffany Shedd,N00041745,H8AZ01237
PA,Molly Sheehan,N00040951,H8PA07119
TX,Kenneth Sheets,N00042232,H8TX05094
MS,Lajena Sheets,N00038712,H6MS03194
AK,Dimitri Shein,N00041052,H8AK00132
MO,Jonathan Shell,N00039809,H6MO08159
MD,Mark Shell,N00035041,H2MD02285
MS,Jason Shelton,N00043489,S8MS00303
MN,Jack Shepard,N00025842,S2MN00159
CA,Doug Shepherd,N00038249,H6CA41182
UT,Morgan Shepherd,N00043062,H8UT04079
NV,Rick Shepherd,N00039133,H6NV02255
CA,Brad Sherman,N00006897,H6CA24113
MS,Howard Sherman,N00042983,S8MS00246
MN,Jayesun Sherman,N00042154,H8MN07102
NJ,Mikie Sherrill,N00041154,H8NJ11142
AZ,Barbara Sherry,N00041746,H8AZ02177
IA,Mike Sherzan,N00035286,H4IA03057
TN,Harold Shevlin,N00040964,H8TN03190
CA,Ling Ling Shi,N00042558,S8CA00457
IL,John M Shimkus,N00004961,H2IL20042
IN,Sheryl Shipley,N00041801,H8IN04173
TX,Brett Shipp,N00042290,H8TX32163
MO,Joshua Shipp,N00043331,H8MO01168
NY,Liuba Grechen Shirley,N00042473,H8NY02104
CA,Scott Shoblom,N00042067,H8CA10191
TX,Levii Shocklee,N00041532,H8TX06217
FL,Ed Shoemaker,N00043143,H8FL15214
FL,Franklin Ed Shoemaker,N00035505,S8FL00224
OH,Myrl Shoemaker,N00042694,H8OH12305
CA,Gabriel Shootman,N00042396,H8CA52144
KY,Grant Short,N00039055,H8KY02072
MN,Harold Shudlick,N00027673,S6MN00333
TN,Michael Shupe,N00043532,H8TN04115
PA,Bill Shuster,N00013770,H2PA09035
CA,Omar Siddiqui,N00041312,H8CA48084
IL,Angel Sides,N00042427,H8IL13184
KS,Jay Sidie,N00039951,H6KS03241
TX,Mike Siegel,N00042250,H8TX10110
IN,Lane Siekman,N00033284,H2IN06189
CA,Karl Siganporia,N00040614,H8CA34159
PA,Tim Silifies,N00043237,H8PA07275
PA,Justin Simmons,N00041692,H8PA15179
MD,Neal Simon,N00042976,S8MD00302
ID,Mike Simpson,N00006263,H8ID02064
MN,Susan Sindt,N00040027,H6MN04269
AZ,Kyrsten Sinema,N00033983,S8AZ00197
UT,James Singer,N00041050,S8UT00135
UT,James Singer,N00043056,H8UT03402
NJ,Hirsh Singh,N00042599,S8NJ00483
NJ,Hirsh Singh,N00042873,H8NJ02216
PA,Willie Singletary,N00042492,H8PA01252
GA,Philip Singleton,N00041095,H8GA03044
NJ,Albio Sires,N00027523,H6NJ13191
CO,Len Sistek,N00042613,H8CO04125
CA,Shane Skelton,N00040860,H8CA26106
PA,Brian Skibo,N00040948,H8PA03118
MI,Nancy Skinner,N00026252,H8MI11395
VA,Adam Slate,N00041235,H8VA05130
OH,Cody Slatzer-Rose,N00042679,H8OH04088
NY,Louise M Slaughter,N00001311,H6NY03031
CT,Clay Slawson,N00041320,H8CT02093
GA,Ron Slotin,N00040680,H8GA06245
MI,Elissa Slotkin,N00041357,H8MI08102
WA,Nancy Dailey Slotnick,N00043466,H8WA10037
NM,Xochitl Torres Small,N00042467,H8NM02248
TX,David Smalling,N00042012,H8TX35026
WA,Adam Smith,N00007833,H6WA09025
NE,Adrian Smith,N00027623,H6NE03115
CA,Aja Smith,N00040864,H8CA41170
MS,Carlton Smith,N00041362,H8MS01152
MD,Charles Smith,N00012760,H0MD07056
NJ,Chris Smith,N00009816,H8NJ04014
MI,Chris Smith,N00041823,H8MI08110
MO,Christina Smith,N00043405,S8MO00301
MI,Craig Allen Smith,N00040814,S8MI00349
DC,Craig Allen Smith,N00039432,H8DC00184
MI,Douglas Smith,N00039534,H6MI03172
MD,Gerald Smith,N00043296,S8MD00377
MO,Jason Smith,N00035282,H4MO08162
IN,Jeff Smith,N00042836,H8IN06186
AL,Jesse T Smith,N00036212,H4AL03061
